GRMZM5G811749	Zm00001ca000001
GRMZM2G149040	Zm00001ca015871
GRMZM2G158162	Zm00001ca015872
GRMZM5G881387	Zm00001ca015873
GRMZM2G158304	Zm00001ca015874
GRMZM2G381378	Zm00001ca015875
GRMZM2G381386	Zm00001ca015876
GRMZM2G381402	Zm00001ca015877
GRMZM2G381404	Zm00001ca015878
GRMZM2G080001	Zm00001ca015879
GRMZM2G080048	Zm00001ca015880
GRMZM2G080270	Zm00001ca015881
GRMZM2G050201	Zm00001ca015882
GRMZM2G349655	Zm00001ca015883
GRMZM2G106790	Zm00001ca015884
GRMZM2G106732	Zm00001ca015885
GRMZM2G017894	Zm00001ca015886
GRMZM2G311665	Zm00001ca015887
GRMZM2G131026	Zm00001ca015888
GRMZM2G430849	Zm00001ca015889
GRMZM2G469380	Zm00001ca015890
GRMZM2G348125	Zm00001ca015891
GRMZM2G410766	Zm00001ca015892
GRMZM2G181605	Zm00001ca015893
GRMZM2G181607	Zm00001ca015894
GRMZM5G869286	Zm00001ca015895
AC155434.2_FG006	Zm00001ca015896
GRMZM6G787651	Zm00001ca015897
AC155434.2_FG005	Zm00001ca015898
AC155434.2_FG004	Zm00001ca015899
AC155434.2_FG003	Zm00001ca015900
AC155434.2_FG001	Zm00001ca015901
GRMZM2G151811	Zm00001ca015902
GRMZM2G425127	Zm00001ca015903
GRMZM5G893343	Zm00001ca015904
GRMZM2G059165	Zm00001ca015905
GRMZM2G470461	Zm00001ca015906
GRMZM2G023438	Zm00001ca015907
GRMZM2G327042	Zm00001ca015908
GRMZM2G361984	Zm00001ca015909
GRMZM2G062165	Zm00001ca015910
GRMZM5G813905	Zm00001ca015911
GRMZM5G884163	Zm00001ca015912
GRMZM2G061965	Zm00001ca015913
GRMZM5G870780	Zm00001ca015914
GRMZM2G061922	Zm00001ca015915
GRMZM2G361847	Zm00001ca015916
GRMZM2G077124	Zm00001ca015917
GRMZM2G430600	Zm00001ca015918
GRMZM2G130950	Zm00001ca015919
GRMZM2G041527	Zm00001ca015920
GRMZM2G041636	Zm00001ca015921
GRMZM2G424205	Zm00001ca015922
GRMZM6G636055	Zm00001ca015923
GRMZM2G135341	Zm00001ca015924
GRMZM2G435261	Zm00001ca015925
GRMZM2G050108	Zm00001ca015926
GRMZM2G342386	Zm00001ca015927
GRMZM2G113056	Zm00001ca015928
GRMZM2G113036	Zm00001ca015929
GRMZM2G113039	Zm00001ca015930
GRMZM2G113052	Zm00001ca015931
GRMZM2G414141	Zm00001ca015932
GRMZM2G113016	Zm00001ca015933
GRMZM2G112984	Zm00001ca015934
GRMZM2G113011	Zm00001ca015935
GRMZM2G056750	Zm00001ca015936
GRMZM2G056772	Zm00001ca015937
GRMZM2G056569	Zm00001ca015938
GRMZM2G056733	Zm00001ca015939
GRMZM2G516421	Zm00001ca015940
GRMZM2G409128	Zm00001ca015941
GRMZM2G108166	Zm00001ca015942
GRMZM2G134480	Zm00001ca015943
GRMZM2G134396	Zm00001ca015944
GRMZM2G434792	Zm00001ca015945
GRMZM2G134341	Zm00001ca015946
GRMZM2G434715	Zm00001ca015947
GRMZM2G434696	Zm00001ca015948
GRMZM2G134284	Zm00001ca015949
GRMZM2G134295	Zm00001ca015950
GRMZM2G086937	Zm00001ca015951
AC187098.4_FG011	Zm00001ca015952
GRMZM2G076962	Zm00001ca015953
GRMZM2G005732	Zm00001ca015954
GRMZM2G307437	Zm00001ca015955
GRMZM2G140824	Zm00001ca015956
GRMZM2G140811	Zm00001ca015957
GRMZM2G140755	Zm00001ca015958
GRMZM2G140758	Zm00001ca015959
GRMZM2G440866	Zm00001ca015960
GRMZM2G440831	Zm00001ca015961
GRMZM2G122116	Zm00001ca015962
GRMZM2G420910	Zm00001ca015963
GRMZM5G874270	Zm00001ca015964
GRMZM2G102167	Zm00001ca015965
GRMZM2G020255	Zm00001ca015966
GRMZM2G020401	Zm00001ca015967
GRMZM2G021092	Zm00001ca015968
GRMZM2G086656	Zm00001ca015969
GRMZM2G086628	Zm00001ca015970
AC202532.4_FG006	Zm00001ca015971
GRMZM2G324973	Zm00001ca015972
GRMZM2G067921	Zm00001ca015973
GRMZM2G032711	Zm00001ca015974
GRMZM2G032376	Zm00001ca015975
GRMZM2G331754	Zm00001ca015976
GRMZM2G032878	Zm00001ca015977
GRMZM2G032562	Zm00001ca015978
GRMZM2G333042	Zm00001ca015979
GRMZM2G133819	Zm00001ca015980
AC187067.4_FG001	Zm00001ca015981
GRMZM2G386824	Zm00001ca015982
GRMZM2G568645	Zm00001ca015983
GRMZM2G051129	Zm00001ca015984
GRMZM2G029720	Zm00001ca015985
GRMZM2G330848	Zm00001ca015986
GRMZM2G111737	Zm00001ca015987
GRMZM2G071599	Zm00001ca015988
GRMZM2G000818	Zm00001ca015989
GRMZM2G000825	Zm00001ca015990
GRMZM2G138128	Zm00001ca015991
GRMZM2G158237	Zm00001ca015992
GRMZM2G158394	Zm00001ca015993
GRMZM2G154460	Zm00001ca015994
GRMZM2G154449	Zm00001ca015995
AC197544.3_FG002	Zm00001ca015996
GRMZM2G038490	Zm00001ca015997
GRMZM2G333087	Zm00001ca015998
GRMZM2G038542	Zm00001ca015999
GRMZM2G163224	Zm00001ca016000
GRMZM2G163242	Zm00001ca016001
GRMZM2G124745	Zm00001ca016002
GRMZM2G356204	Zm00001ca016003
GRMZM2G054378	Zm00001ca016004
GRMZM2G356260	Zm00001ca016005
AC190834.3_FG005	Zm00001ca016006
GRMZM2G054678	Zm00001ca016007
GRMZM2G089409	Zm00001ca016008
GRMZM2G089498	Zm00001ca016009
GRMZM2G309624	Zm00001ca016010
GRMZM2G424981	Zm00001ca016011
GRMZM2G701263	Zm00001ca016012
GRMZM5G853905	Zm00001ca016013
AC220970.4_FG001	Zm00001ca016014
AC220970.4_FG002	Zm00001ca016015
GRMZM2G035150	Zm00001ca016016
GRMZM2G144196	Zm00001ca016017
GRMZM2G130314	Zm00001ca016018
GRMZM5G861064	Zm00001ca016019
GRMZM5G862317	Zm00001ca016020
GRMZM2G130302	Zm00001ca016021
GRMZM2G130260	Zm00001ca016022
GRMZM2G022258	Zm00001ca016023
GRMZM2G022054	Zm00001ca016024
GRMZM2G014170	Zm00001ca016025
AC190636.3_FG005	Zm00001ca016026
GRMZM2G019695	Zm00001ca016027
GRMZM2G019866	Zm00001ca016028
GRMZM2G072894	Zm00001ca016029
GRMZM2G084164	Zm00001ca016030
GRMZM2G384339	Zm00001ca016031
GRMZM2G083620	Zm00001ca016032
GRMZM2G083813	Zm00001ca016033
GRMZM2G384338	Zm00001ca016034
GRMZM2G083546	Zm00001ca016035
GRMZM2G083346	Zm00001ca016036
GRMZM2G083410	Zm00001ca016037
GRMZM2G082976	Zm00001ca016038
GRMZM2G083081	Zm00001ca016039
GRMZM2G384070	Zm00001ca016040
GRMZM2G028889	Zm00001ca016041
GRMZM2G028955	Zm00001ca016042
GRMZM2G030858	Zm00001ca016043
GRMZM2G033117	Zm00001ca016044
GRMZM2G368574	Zm00001ca016045
GRMZM2G168123	Zm00001ca016046
GRMZM2G014986	Zm00001ca016047
GRMZM2G013695	Zm00001ca016048
GRMZM2G013750	Zm00001ca016049
GRMZM2G013200	Zm00001ca016050
GRMZM2G313678	Zm00001ca016051
GRMZM2G013042	Zm00001ca016052
GRMZM2G313481	Zm00001ca016053
GRMZM2G313656	Zm00001ca016054
GRMZM2G313460	Zm00001ca016055
GRMZM2G012229	Zm00001ca016056
GRMZM2G159950	Zm00001ca016057
GRMZM2G112003	Zm00001ca016058
GRMZM2G112015	Zm00001ca016059
GRMZM2G021313	Zm00001ca016060
GRMZM2G034122	Zm00001ca016061
GRMZM2G034326	Zm00001ca016062
GRMZM2G701273	Zm00001ca016063
GRMZM2G381838	Zm00001ca016064
GRMZM2G381842	Zm00001ca016065
GRMZM2G136854	Zm00001ca016066
GRMZM2G399750	Zm00001ca016067
GRMZM2G099160	Zm00001ca016068
GRMZM2G399778	Zm00001ca016069
GRMZM2G069916	Zm00001ca016070
GRMZM2G144273	Zm00001ca016071
GRMZM5G851103	Zm00001ca016072
GRMZM2G138676	Zm00001ca016073
GRMZM2G138666	Zm00001ca016074
GRMZM2G025143	Zm00001ca016075
GRMZM2G025173	Zm00001ca016076
AC202950.3_FG008	Zm00001ca016077
GRMZM2G025227	Zm00001ca016078
GRMZM2G125271	Zm00001ca016079
GRMZM2G447976	Zm00001ca016080
GRMZM2G448001	Zm00001ca016081
GRMZM2G148962	Zm00001ca016082
GRMZM2G134270	Zm00001ca016083
GRMZM2G148937	Zm00001ca016084
GRMZM2G447965	Zm00001ca016085
GRMZM2G134219	Zm00001ca016086
GRMZM2G125300	Zm00001ca016087
GRMZM2G125552	Zm00001ca016088
GRMZM2G426666	Zm00001ca016089
AC202974.3_FG004	Zm00001ca016090
GRMZM2G125784	Zm00001ca016091
GRMZM2G426735	Zm00001ca016092
GRMZM2G125812	Zm00001ca016093
GRMZM2G010861	Zm00001ca016094
GRMZM2G326195	Zm00001ca016095
GRMZM2G326235	Zm00001ca016096
GRMZM2G326272	Zm00001ca016097
GRMZM2G004092	Zm00001ca016098
GRMZM2G004140	Zm00001ca016099
GRMZM2G325285	Zm00001ca016100
GRMZM2G023049	Zm00001ca016101
GRMZM2G023081	Zm00001ca016102
GRMZM2G325477	Zm00001ca016103
GRMZM2G053378	Zm00001ca016104
GRMZM2G053387	Zm00001ca016105
GRMZM2G354956	Zm00001ca016106
AC186166.3_FG008	Zm00001ca016107
GRMZM2G133407	Zm00001ca016108
GRMZM2G133481	Zm00001ca016109
GRMZM2G436250	Zm00001ca016110
GRMZM2G138511	Zm00001ca016111
GRMZM2G138523	Zm00001ca016112
GRMZM2G138421	Zm00001ca016113
GRMZM2G138494	Zm00001ca016114
GRMZM2G100524	Zm00001ca016115
GRMZM2G398668	Zm00001ca016116
GRMZM2G100419	Zm00001ca016117
GRMZM2G100495	Zm00001ca016118
GRMZM2G415491	Zm00001ca016119
GRMZM2G116876	Zm00001ca016120
GRMZM2G415498	Zm00001ca016121
GRMZM2G003109	Zm00001ca016122
GRMZM2G121663	Zm00001ca016123
GRMZM2G121715	Zm00001ca016124
GRMZM2G121743	Zm00001ca016125
GRMZM2G121826	Zm00001ca016126
GRMZM2G121840	Zm00001ca016127
GRMZM2G121841	Zm00001ca016128
GRMZM2G121843	Zm00001ca016129
GRMZM2G121851	Zm00001ca016130
GRMZM2G420823	Zm00001ca016131
AC212728.3_FG001	Zm00001ca016132
GRMZM2G085301	Zm00001ca016133
GRMZM2G085320	Zm00001ca016134
GRMZM2G085336	Zm00001ca016135
GRMZM2G085460	Zm00001ca016136
GRMZM2G445103	Zm00001ca016137
GRMZM2G701279	Zm00001ca016138
GRMZM2G143998	Zm00001ca016139
GRMZM2G144008	Zm00001ca016140
GRMZM2G144020	Zm00001ca016141
GRMZM2G144024	Zm00001ca016142
GRMZM2G445169	Zm00001ca016143
AC211477.3_FG021	Zm00001ca016144
GRMZM2G144042	Zm00001ca016145
GRMZM2G144059	Zm00001ca016146
GRMZM5G808292	Zm00001ca016147
GRMZM2G144071	Zm00001ca016148
GRMZM2G144109	Zm00001ca016149
GRMZM2G144172	Zm00001ca016150
GRMZM2G144188	Zm00001ca016151
GRMZM2G003068	Zm00001ca016152
GRMZM2G003108	Zm00001ca016153
GRMZM2G002815	Zm00001ca016154
GRMZM2G002825	Zm00001ca016155
GRMZM2G002805	Zm00001ca016156
GRMZM2G002765	Zm00001ca016157
GRMZM2G017682	Zm00001ca016158
GRMZM2G119186	Zm00001ca016159
GRMZM2G160064	Zm00001ca016160
GRMZM2G458266	Zm00001ca016161
GRMZM2G160027	Zm00001ca016162
GRMZM2G160046	Zm00001ca016163
GRMZM2G110952	Zm00001ca016164
GRMZM2G110881	Zm00001ca016165
GRMZM2G410865	Zm00001ca016166
GRMZM2G107076	Zm00001ca016167
GRMZM2G406974	Zm00001ca016168
GRMZM2G165209	Zm00001ca016169
GRMZM2G165255	Zm00001ca016170
GRMZM5G806691	Zm00001ca016171
zma-MIR390b	Zm00001ca016172
zma-MIR390b	Zm00001ca016173
zma-MIR390b	Zm00001ca016174
GRMZM2G165270	Zm00001ca016175
GRMZM5G899149	Zm00001ca016176
GRMZM2G108694	Zm00001ca016177
GRMZM2G108716	Zm00001ca016178
GRMZM2G108677	Zm00001ca016179
GRMZM2G108643	Zm00001ca016180
GRMZM2G034253	Zm00001ca016181
GRMZM2G034278	Zm00001ca016182
GRMZM2G034182	Zm00001ca016183
GRMZM2G336533	Zm00001ca016184
GRMZM2G018553	Zm00001ca016185
GRMZM2G124441	Zm00001ca016186
GRMZM2G423139	Zm00001ca016187
GRMZM2G095865	Zm00001ca016188
GRMZM2G096165	Zm00001ca016189
GRMZM2G395844	Zm00001ca016190
GRMZM2G057329	Zm00001ca016191
GRMZM2G358416	Zm00001ca016192
GRMZM2G043802	Zm00001ca016193
GRMZM5G854045	Zm00001ca016194
GRMZM2G043453	Zm00001ca016195
GRMZM2G043657	Zm00001ca016196
GRMZM2G038075	Zm00001ca016197
GRMZM2G332976	Zm00001ca016198
GRMZM2G071071	Zm00001ca016199
GRMZM2G003014	Zm00001ca016200
GRMZM2G017532	Zm00001ca016201
GRMZM2G017416	Zm00001ca016202
AC210013.4_FG005	Zm00001ca016203
AC210013.4_FG006	Zm00001ca016204
AC210013.4_FG007	Zm00001ca016205
AC210013.4_FG008	Zm00001ca016206
AC210013.4_FG009	Zm00001ca016207
GRMZM5G810054	Zm00001ca016208
AC210013.4_FG011	Zm00001ca016209
GRMZM2G701286	Zm00001ca016210
AC210013.4_FG012	Zm00001ca016211
AC210013.4_FG013	Zm00001ca016212
AC210013.4_FG014	Zm00001ca016213
AC210013.4_FG016	Zm00001ca016214
AC210013.4_FG017	Zm00001ca016215
AC210013.4_FG018	Zm00001ca016216
AC210013.4_FG019	Zm00001ca016217
GRMZM2G701288	Zm00001ca016218
AC210013.4_FG003	Zm00001ca016219
AC210013.4_FG002	Zm00001ca016220
GRMZM5G836683	Zm00001ca016221
GRMZM2G024150	Zm00001ca016222
GRMZM2G024395	Zm00001ca016223
GRMZM2G024657	Zm00001ca016224
GRMZM2G025164	Zm00001ca016225
GRMZM2G318346	Zm00001ca016226
GRMZM2G025248	Zm00001ca016227
GRMZM2G087332	Zm00001ca016228
GRMZM2G139805	Zm00001ca016229
GRMZM2G115612	Zm00001ca016230
GRMZM2G108225	Zm00001ca016231
GRMZM2G108355	Zm00001ca016232
GRMZM2G090573	Zm00001ca016233
GRMZM2G350471	Zm00001ca016234
GRMZM2G701295	Zm00001ca016235
GRMZM2G054350	Zm00001ca016236
GRMZM2G054224	Zm00001ca016237
GRMZM2G054193	Zm00001ca016238
GRMZM2G350428	Zm00001ca016239
GRMZM5G897976	Zm00001ca016240
GRMZM5G819452	Zm00001ca016241
GRMZM5G883250	Zm00001ca016242
GRMZM5G844195	Zm00001ca016243
GRMZM5G872217	Zm00001ca016244
GRMZM2G701297	Zm00001ca016245
GRMZM2G009928	Zm00001ca016246
AC214256.3_FG005	Zm00001ca016247
GRMZM2G123063	Zm00001ca016248
GRMZM2G423734	Zm00001ca016249
GRMZM2G121176	Zm00001ca016250
GRMZM2G556417	Zm00001ca016251
GRMZM2G121221	Zm00001ca016252
GRMZM2G003002	Zm00001ca016253
AC191048.2_FG006	Zm00001ca016254
GRMZM2G302549	Zm00001ca016255
GRMZM2G152751	Zm00001ca016256
GRMZM2G004290	Zm00001ca016257
GRMZM2G152796	Zm00001ca016258
AC182413.4_FG002	Zm00001ca016259
GRMZM2G004356	Zm00001ca016260
GRMZM2G007063	Zm00001ca016261
GRMZM2G305254	Zm00001ca016262
GRMZM2G007695	Zm00001ca016263
GRMZM2G007867	Zm00001ca016264
GRMZM2G099449	Zm00001ca016265
GRMZM5G801939	Zm00001ca016266
GRMZM5G835829	Zm00001ca016267
zma-MIR167c	Zm00001ca016268
zma-MIR167c	Zm00001ca016269
zma-MIR167c	Zm00001ca016270
zma-MIR167c	Zm00001ca016271
zma-MIR167c	Zm00001ca016272
GRMZM2G099474	Zm00001ca016273
GRMZM2G099491	Zm00001ca016274
GRMZM2G099604	Zm00001ca016275
GRMZM2G701300	Zm00001ca016276
GRMZM2G099615	Zm00001ca016277
GRMZM2G099630	Zm00001ca016278
GRMZM2G130544	Zm00001ca016279
GRMZM2G431445	Zm00001ca016280
GRMZM2G130454	Zm00001ca016281
GRMZM2G306062	Zm00001ca016282
GRMZM5G878371	Zm00001ca016283
GRMZM2G306070	Zm00001ca016284
GRMZM2G007246	Zm00001ca016285
GRMZM2G007260	Zm00001ca016286
GRMZM2G007907	Zm00001ca016287
GRMZM2G166049	Zm00001ca016288
GRMZM5G897818	Zm00001ca016289
AC159612.1_FG007	Zm00001ca016290
GRMZM5G899851	Zm00001ca016291
GRMZM2G124175	Zm00001ca016292
GRMZM2G124229	Zm00001ca016293
GRMZM2G124243	Zm00001ca016294
GRMZM2G124284	Zm00001ca016295
GRMZM2G124290	Zm00001ca016296
GRMZM2G027351	Zm00001ca016297
GRMZM2G027495	Zm00001ca016298
GRMZM2G027825	Zm00001ca016299
GRMZM2G028188	Zm00001ca016300
GRMZM2G320506	Zm00001ca016301
GRMZM2G028218	Zm00001ca016302
GRMZM2G028813	Zm00001ca016303
GRMZM2G029101	Zm00001ca016304
GRMZM2G029270	Zm00001ca016305
AC155496.2_FG009	Zm00001ca016306
GRMZM2G460096	Zm00001ca016307
GRMZM2G089448	Zm00001ca016308
GRMZM2G089361	Zm00001ca016309
GRMZM2G089425	Zm00001ca016310
GRMZM2G535148	Zm00001ca016311
GRMZM2G116137	Zm00001ca016312
AC191251.3_FG005	Zm00001ca016313
GRMZM2G159287	Zm00001ca016314
GRMZM2G159531	Zm00001ca016315
GRMZM2G336773	Zm00001ca016316
GRMZM2G336783	Zm00001ca016317
GRMZM2G336789	Zm00001ca016318
GRMZM2G504623	Zm00001ca016319
GRMZM2G016756	Zm00001ca016320
GRMZM2G077588	Zm00001ca016321
GRMZM2G581728	Zm00001ca016322
GRMZM5G839640	Zm00001ca016323
GRMZM5G861451	Zm00001ca016324
GRMZM5G874903	Zm00001ca016325
GRMZM5G892151	Zm00001ca016326
GRMZM5G853513	Zm00001ca016327
GRMZM5G868875	Zm00001ca016328
GRMZM2G121460	Zm00001ca016329
GRMZM2G130678	Zm00001ca016330
GRMZM2G130625	Zm00001ca016331
GRMZM2G130675	Zm00001ca016332
GRMZM2G432900	Zm00001ca016333
GRMZM2G085613	Zm00001ca016334
GRMZM2G085646	Zm00001ca016335
GRMZM2G112548	Zm00001ca016336
GRMZM2G377555	Zm00001ca016337
GRMZM2G159711	Zm00001ca016338
AC195340.3_FG004	Zm00001ca016339
AC195340.3_FG005	Zm00001ca016340
AC195340.3_FG002	Zm00001ca016341
AC195340.3_FG001	Zm00001ca016342
GRMZM2G701310	Zm00001ca016343
GRMZM6G911538	Zm00001ca016344
GRMZM2G104789	Zm00001ca016345
GRMZM2G050741	Zm00001ca016346
GRMZM2G351716	Zm00001ca016347
GRMZM2G351729	Zm00001ca016348
AC183932.3_FG007	Zm00001ca016349
GRMZM2G149824	Zm00001ca016350
AC205490.4_FG004	Zm00001ca016351
GRMZM2G091527	Zm00001ca016352
GRMZM2G091535	Zm00001ca016353
GRMZM2G386273	Zm00001ca016354
GRMZM2G534096	Zm00001ca016355
GRMZM2G091487	Zm00001ca016356
GRMZM2G438400	Zm00001ca016357
GRMZM2G137829	Zm00001ca016358
GRMZM2G137847	Zm00001ca016359
GRMZM2G137875	Zm00001ca016360
GRMZM2G052476	Zm00001ca016361
GRMZM2G052423	Zm00001ca016362
GRMZM2G052467	Zm00001ca016363
GRMZM2G033267	Zm00001ca016364
GRMZM2G336888	Zm00001ca016365
GRMZM2G336902	Zm00001ca016366
GRMZM2G033198	Zm00001ca016367
GRMZM2G033098	Zm00001ca016368
GRMZM2G114557	Zm00001ca016369
GRMZM2G114634	Zm00001ca016370
GRMZM2G412871	Zm00001ca016371
GRMZM2G412876	Zm00001ca016372
GRMZM2G152029	Zm00001ca016373
GRMZM2G380889	Zm00001ca016374
GRMZM2G084130	Zm00001ca016375
GRMZM2G171435	Zm00001ca016376
GRMZM2G171468	Zm00001ca016377
GRMZM2G171588	Zm00001ca016378
GRMZM2G034877	Zm00001ca016379
GRMZM2G035103	Zm00001ca016380
GRMZM2G035153	Zm00001ca016381
GRMZM2G035223	Zm00001ca016382
GRMZM2G035248	Zm00001ca016383
GRMZM2G176042	Zm00001ca016384
GRMZM2G176085	Zm00001ca016385
GRMZM5G866581	Zm00001ca016386
GRMZM2G141819	Zm00001ca016387
GRMZM2G141903	Zm00001ca016388
GRMZM2G141940	Zm00001ca016389
GRMZM2G077404	Zm00001ca016390
GRMZM2G077088	Zm00001ca016391
GRMZM2G377904	Zm00001ca016392
GRMZM2G076885	Zm00001ca016393
GRMZM2G077034	Zm00001ca016394
GRMZM2G009837	Zm00001ca016395
GRMZM2G312069	Zm00001ca016396
GRMZM2G095185	Zm00001ca016397
GRMZM2G394688	Zm00001ca016398
GRMZM2G090432	Zm00001ca016399
GRMZM2G089556	Zm00001ca016400
GRMZM2G089673	Zm00001ca016401
GRMZM2G089696	Zm00001ca016402
GRMZM2G057623	Zm00001ca016403
GRMZM5G808610	Zm00001ca016404
GRMZM5G818068	Zm00001ca016405
GRMZM5G858887	Zm00001ca016406
GRMZM5G862540	Zm00001ca016407
GRMZM2G030821	Zm00001ca016408
GRMZM2G086287	Zm00001ca016409
GRMZM2G086441	Zm00001ca016410
GRMZM2G086497	Zm00001ca016411
GRMZM2G088797	Zm00001ca016412
GRMZM2G072658	Zm00001ca016413
GRMZM2G072231	Zm00001ca016414
GRMZM2G072315	Zm00001ca016415
GRMZM2G072071	Zm00001ca016416
GRMZM2G371942	Zm00001ca016417
GRMZM2G071970	Zm00001ca016418
GRMZM2G071620	Zm00001ca016419
GRMZM2G071745	Zm00001ca016420
GRMZM2G553379	Zm00001ca016421
GRMZM2G130053	Zm00001ca016422
GRMZM2G130065	Zm00001ca016423
GRMZM2G129889	Zm00001ca016424
GRMZM2G129913	Zm00001ca016425
GRMZM2G129817	Zm00001ca016426
GRMZM2G129865	Zm00001ca016427
GRMZM2G432176	Zm00001ca016428
AC185628.3_FG010	Zm00001ca016429
GRMZM2G172132	Zm00001ca016430
GRMZM2G172043	Zm00001ca016431
GRMZM2G473697	Zm00001ca016432
GRMZM2G473711	Zm00001ca016433
GRMZM2G171998	Zm00001ca016434
GRMZM2G172011	Zm00001ca016435
GRMZM2G171987	Zm00001ca016436
GRMZM2G171961	Zm00001ca016437
GRMZM2G171953	Zm00001ca016438
GRMZM2G460396	Zm00001ca016439
GRMZM2G471196	Zm00001ca016440
GRMZM2G087435	Zm00001ca016441
GRMZM2G087482	Zm00001ca016442
GRMZM2G087510	Zm00001ca016443
GRMZM2G132121	Zm00001ca016444
GRMZM2G131998	Zm00001ca016445
GRMZM2G014441	Zm00001ca016446
GRMZM2G014618	Zm00001ca016447
GRMZM2G014672	Zm00001ca016448
GRMZM2G147046	Zm00001ca016449
AC208454.3_FG002	Zm00001ca016450
GRMZM5G829112	Zm00001ca016451
zma-MIR167b	Zm00001ca016452
zma-MIR167b	Zm00001ca016453
zma-MIR167b	Zm00001ca016454
GRMZM2G051403	Zm00001ca016455
GRMZM2G051270	Zm00001ca016456
GRMZM2G350857	Zm00001ca016457
GRMZM2G350844	Zm00001ca016458
GRMZM2G350850	Zm00001ca016459
GRMZM2G050833	Zm00001ca016460
GRMZM2G077389	Zm00001ca016461
GRMZM2G077295	Zm00001ca016462
GRMZM2G077356	Zm00001ca016463
GRMZM6G870163	Zm00001ca016464
GRMZM2G147809	Zm00001ca016465
GRMZM2G147814	Zm00001ca016466
GRMZM2G147862	Zm00001ca016467
GRMZM2G147880	Zm00001ca016468
GRMZM2G317610	Zm00001ca016469
GRMZM2G317614	Zm00001ca016470
GRMZM2G023858	Zm00001ca016471
GRMZM2G005232	Zm00001ca016472
GRMZM2G031996	Zm00001ca016473
GRMZM2G057129	Zm00001ca016474
GRMZM2G312738	Zm00001ca016475
GRMZM2G010801	Zm00001ca016476
GRMZM2G110735	Zm00001ca016477
GRMZM2G100391	Zm00001ca016478
GRMZM2G100456	Zm00001ca016479
GRMZM2G100478	Zm00001ca016480
GRMZM2G401040	Zm00001ca016481
GRMZM2G401026	Zm00001ca016482
GRMZM2G100380	Zm00001ca016483
GRMZM2G065669	Zm00001ca016484
GRMZM2G065822	Zm00001ca016485
GRMZM2G065896	Zm00001ca016486
GRMZM2G065956	Zm00001ca016487
GRMZM2G367094	Zm00001ca016488
GRMZM5G840435	Zm00001ca016489
GRMZM2G521844	Zm00001ca016490
GRMZM2G064089	Zm00001ca016491
GRMZM2G011383	Zm00001ca016492
GRMZM2G064042	Zm00001ca016493
GRMZM2G521781	Zm00001ca016494
GRMZM5G848636	Zm00001ca016495
zma-MIR171f	Zm00001ca016496
zma-MIR171f	Zm00001ca016497
zma-MIR171f	Zm00001ca016498
zma-MIR171f	Zm00001ca016499
zma-MIR171f	Zm00001ca016500
GRMZM2G105822	Zm00001ca016501
GRMZM5G839349	Zm00001ca016502
GRMZM2G105755	Zm00001ca016503
GRMZM5G853392	Zm00001ca016504
GRMZM2G019958	Zm00001ca016505
GRMZM2G019945	Zm00001ca016506
AC190716.3_FG001	Zm00001ca016507
GRMZM2G701333	Zm00001ca016508
GRMZM2G385543	Zm00001ca016509
GRMZM2G129554	Zm00001ca016510
GRMZM2G129681	Zm00001ca016511
GRMZM2G129700	Zm00001ca016512
GRMZM2G005365	Zm00001ca016513
GRMZM2G122863	Zm00001ca016514
GRMZM2G164470	Zm00001ca016515
GRMZM2G152466	Zm00001ca016516
GRMZM2G176280	Zm00001ca016517
GRMZM2G176306	Zm00001ca016518
GRMZM2G082293	Zm00001ca016519
GRMZM2G082343	Zm00001ca016520
GRMZM2G160664	Zm00001ca016521
GRMZM2G461145	Zm00001ca016522
GRMZM2G160619	Zm00001ca016523
GRMZM2G160606	Zm00001ca016524
GRMZM2G160611	Zm00001ca016525
GRMZM2G461119	Zm00001ca016526
GRMZM2G145935	Zm00001ca016527
GRMZM2G415791	Zm00001ca016528
GRMZM2G380291	Zm00001ca016529
GRMZM2G396565	Zm00001ca016530
GRMZM5G839032	Zm00001ca016531
GRMZM2G104316	Zm00001ca016532
GRMZM2G104332	Zm00001ca016533
GRMZM2G104342	Zm00001ca016534
GRMZM2G543920	Zm00001ca016535
GRMZM2G096591	Zm00001ca016536
GRMZM2G096596	Zm00001ca016537
GRMZM5G878347	Zm00001ca016538
GRMZM2G046055	Zm00001ca016539
GRMZM2G045941	Zm00001ca016540
GRMZM2G045955	Zm00001ca016541
GRMZM2G045690	Zm00001ca016542
GRMZM2G093139	Zm00001ca016543
GRMZM2G181000	Zm00001ca016544
GRMZM2G181002	Zm00001ca016545
GRMZM2G181028	Zm00001ca016546
GRMZM5G829476	Zm00001ca016547
GRMZM2G455869	Zm00001ca016548
GRMZM2G425236	Zm00001ca016549
GRMZM2G152328	Zm00001ca016550
GRMZM2G152548	Zm00001ca016551
GRMZM5G833140	Zm00001ca016552
GRMZM2G459543	Zm00001ca016553
GRMZM2G131080	Zm00001ca016554
GRMZM2G158359	Zm00001ca016555
GRMZM2G408897	Zm00001ca016556
AC215181.3_FG004	Zm00001ca016557
GRMZM2G070765	Zm00001ca016558
GRMZM2G114789	Zm00001ca016559
GRMZM2G131324	Zm00001ca016560
GRMZM2G347645	Zm00001ca016561
GRMZM2G554962	Zm00001ca016562
GRMZM2G163217	Zm00001ca016563
GRMZM2G701342	Zm00001ca016564
GRMZM2G145827	Zm00001ca016565
GRMZM2G145850	Zm00001ca016566
GRMZM2G145854	Zm00001ca016567
